종목코드	6자리코드	종목명	시장구분	상장주식수
15230	015230	대창단조	KOSPI	28572230
96350	096350	대창솔루션	KOSDAQ	36854762
140520	140520	대창스틸	KOSDAQ	21109243
131220	131220	대한과학	KOSDAQ	7454490
10170	010170	대한광통신	KOSDAQ	131985660
54670	054670	대한뉴팜	KOSDAQ	14354920
1070	001070	대한방직	KOSPI	5300000
23910	023910	대한약품	KOSDAQ	6000000
6650	006650	대한유화	KOSPI	6500000
1440	001440	대한전선	KOSPI	186447300
84010	084010	대한제강	KOSPI	34371596
1790	001790	대한제당	KOSPI	89696580
1795	001795	대한제당우	KOSPI	6482760
1130	001130	대한제분	KOSPI	1690000
439260	439260	대한조선	KOSPI	38526312
3490	003490	대한항공	KOSPI	368220661
3495	003495	대한항공우	KOSPI	1110794
5880	005880	대한해운	KOSPI	322747340
3830	003830	대한화섬	KOSPI	1328000
16090	016090	대현	KOSPI	44282310
69460	069460	대호에이엘	KOSPI	87071952
21040	021040	대호특수강	KOSDAQ	21704774
21045	021045	대호특수강우	KOSDAQ	848492
67080	067080	대화제약	KOSDAQ	18616650
298540	298540	더네이쳐홀딩스	KOSDAQ	14486386
32860	032860	더라미	KOSDAQ	40395863
475560	475560	더본코리아	KOSPI	14827970
192080	192080	더블유게임즈	KOSPI	21173468
393890	393890	더블유씨피	KOSDAQ GLOBAL	33843144
299170	299170	더블유에스아이	KOSDAQ	41511288
12510	012510	더존비즈온	KOSPI	30382784
462860	462860	더즌	KOSDAQ	71843711
224060	224060	더코디	KOSDAQ	5160722
302920	302920	더콘텐츠온	KONEX	4552359
43090	043090	더테크놀로지	KOSDAQ	12418275
403850	403850	더핑크퐁컴퍼니	KOSDAQ	14351010
213420	213420	덕산네오룩스	KOSDAQ GLOBAL	24831179
317330	317330	덕산테코피아	KOSDAQ	20476584
77360	077360	덕산하이메탈	KOSDAQ	45437002
4830	004830	덕성	KOSPI	15680000
4835	004835	덕성우	KOSPI	1392000
90410	090410	덕신이피씨	KOSDAQ	46084095
0001A0	0001A0	덕양에너젠	KOSDAQ	24791195
263600	263600	덕우전자	KOSDAQ	15930310
194480	194480	데브시스터즈	KOSDAQ	12129150
373160	373160	데이원컴퍼니	KOSDAQ	13805219
263800	263800	데이타솔루션	KOSDAQ	16222380
199150	199150	데이터스트림즈	KONEX	4268613
206560	206560	덱스터	KOSDAQ	25411736
261200	261200	덴티스	KOSDAQ	15809700
145720	145720	덴티움	KOSPI	11068830
227420	227420	도부	KONEX	38044510
484120	484120	도우인시스	KOSDAQ	10957422
67990	067990	도이치모터스	KOSDAQ	29181550
2150	002150	도화엔지니어링	KOSPI	33720000
6620	006620	동구바이오제약	KOSDAQ	28464992
100130	100130	동국S&C	KOSDAQ	57143000
5160	005160	동국산업	KOSDAQ	54244482
303810	303810	동국생명과학	KOSDAQ	31984140
460850	460850	동국씨엠	KOSPI	29898656
75970	075970	동국알앤에스	KOSDAQ	18400000
460860	460860	동국제강	KOSPI	49608017
86450	086450	동국제약	KOSDAQ GLOBAL	45230420
1230	001230	동국홀딩스	KOSPI	31800483
23450	023450	동남합성	KOSPI	3500000
4140	004140	동방	KOSPI	47971766
240550	240550	동방메디컬	KOSDAQ	20933940
99410	099410	동방선기	KOSDAQ	14000000
7590	007590	동방아그로	KOSPI	13617577
5960	005960	동부건설	KOSPI	22946663
5965	005965	동부건설우	KOSPI	225732
26960	026960	동서	KOSPI	99700000
2210	002210	동성제약	KOSPI	26619507
102260	102260	동성케미컬	KOSPI	50176791
33500	033500	동성화인텍	KOSDAQ	29989494
25950	025950	동신건설	KOSDAQ	8400000
640	000640	동아쏘시오홀딩스	KOSPI	6536434
170900	170900	동아에스티	KOSPI	9352651
88130	088130	동아엘텍	KOSDAQ	17485314
28100	028100	동아지질	KOSPI	13389502
41930	041930	동아화성	KOSDAQ	15800000
1520	001520	동양	KOSPI	238684063
1527	001527	동양2우B	KOSPI	308569
84670	084670	동양고속	KOSPI	2895569
82640	082640	동양생명	KOSPI	161358585
60380	060380	동양에스텍	KOSDAQ	19700000
1525	001525	동양우	KOSPI	617731
79960	079960	동양이엔피	KOSDAQ	7860000
228340	228340	동양파일	KOSDAQ	20000000
88910	088910	동우팜투테이블	KOSDAQ	25831764
94170	094170	동운아나텍	KOSDAQ	20909936
13120	013120	동원개발	KOSDAQ	90808100
18500	018500	동원금속	KOSPI	46754933
6040	006040	동원산업	KOSPI	44147986
30720	030720	동원수산	KOSPI	4653805
14820	014820	동원시스템즈	KOSPI	28991282
14825	014825	동원시스템즈우	KOSPI	264111
111380	111380	동인기연	KOSPI	6128000
163560	163560	동일고무벨트	KOSPI	13900000
109860	109860	동일금속	KOSDAQ	9100000
32960	032960	동일기연	KOSDAQ	3518595
4890	004890	동일산업	KOSPI	2425215
23790	023790	동일스틸럭스	KOSDAQ	26139617
2690	002690	동일제강	KOSPI	20300360
5290	005290	동진쎄미켐	KOSDAQ	51414494
25900	025900	동화기업	KOSDAQ GLOBAL	50557285
20	000020	동화약품	KOSPI	27931470
150	000150	두산	KOSPI	16193835
157	000157	두산2우B	KOSPI	893038
454910	454910	두산로보틱스	KOSPI	64819980
241560	241560	두산밥캣	KOSPI	95856065
34020	034020	두산에너빌리티	KOSPI	640561146
155	000155	두산우	KOSPI	3996462
131970	131970	두산테스나	KOSDAQ GLOBAL	19327238
336260	336260	두산퓨얼셀	KOSPI	65493726
33626K	33626K	두산퓨얼셀1우	KOSPI	13364200
33626L	33626L	두산퓨얼셀2우B	KOSPI	2986300
16740	016740	두올	KOSPI	28674024
73190	073190	듀오백	KOSDAQ	11968040
176750	176750	듀켐바이오	KOSDAQ	28455220
30350	030350	드래곤플라이	KOSDAQ	15592079
203650	203650	드림시큐리티	KOSDAQ	95632844
223250	223250	드림씨아이에스	KOSDAQ	24577490
60570	060570	드림어스컴퍼니	KOSDAQ	74101573
362990	362990	드림인사이트	KOSDAQ	16800574
192650	192650	드림텍	KOSPI	68948026
16670	016670	디모아	KOSDAQ	7594234
187870	187870	디바이스	KOSDAQ	7036609
489730	489730	디비금융제13호스팩	KOSDAQ	6332000
0004Y0	0004Y0	디비금융제14호스팩	KOSDAQ	5315000
24090	024090	디씨엠	KOSPI	11400000
3160	003160	디아이	KOSPI	28300000
92200	092200	디아이씨	KOSPI	38888569
110990	110990	디아이티	KOSDAQ	18900000
263690	263690	디알젬	KOSDAQ	11325610
214680	214680	디알텍	KOSDAQ	83477056
347850	347850	디앤디파마텍	KOSDAQ	43535430
377190	377190	디앤디플랫폼리츠	KOSPI	88400000
263720	263720	디앤씨미디어	KOSDAQ	12412591
376300	376300	디어유	KOSDAQ	23738406
109740	109740	디에스케이	KOSDAQ	25710390
31860	031860	디에이치엑스컴퍼니	KOSDAQ	18985423
196490	196490	디에이테크놀로지	KOSDAQ	178549360
66900	066900	디에이피	KOSDAQ	22744503
92070	092070	디엔에프	KOSDAQ	11571858
39840	039840	디오	KOSDAQ	14375087
13570	013570	디와이	KOSPI	26319633
24900	024900	디와이덕양	KOSPI	32564980
219550	219550	디와이디	KOSDAQ	31277669
310870	310870	디와이씨	KOSDAQ	20687271
210540	210540	디와이파워	KOSPI	11041708
104460	104460	디와이피엔에프	KOSDAQ	10518101
79810	079810	디이엔티	KOSDAQ	21528094
113810	113810	디젠스	KOSDAQ	32628051
43360	043360	디지아이	KOSDAQ	9000000
197140	197140	디지캡	KOSDAQ	13013154
68930	068930	디지털대성	KOSDAQ	27675342
33130	033130	디지틀조선	KOSDAQ	37115267
105740	105740	디케이락	KOSDAQ	10168513
263020	263020	디케이앤디	KOSDAQ	13836146
290550	290550	디케이티	KOSDAQ	20001230
66670	066670	디티씨	KOSDAQ	18691918
187220	187220	디티앤씨	KOSDAQ	11524933
383930	383930	디티앤씨알오	KOSDAQ	12784128
131180	131180	딜리	KOSDAQ	29350000
315640	315640	딥노이드	KOSDAQ	29372232
317120	317120	라닉스	KOSDAQ	15260000
462510	462510	라메디텍	KOSDAQ	8802965
232680	232680	라온로보틱스	KOSDAQ	13014735
42510	042510	라온시큐어	KOSDAQ	11205174
418420	418420	라온텍	KOSDAQ	30479308
300120	300120	라온피플	KOSDAQ	20860012
171120	171120	라이온켐텍	KOSDAQ	35901760
388790	388790	라이콤	KOSDAQ	30609397
214260	214260	라파스	KOSDAQ	8922463
403360	403360	라피치	KONEX	3449454
171010	171010	램테크놀러지	KOSDAQ	14298752
84650	084650	랩지노믹스	KOSDAQ	74239990
217500	217500	러셀	KOSDAQ	31812000
92590	092590	럭스피아	KONEX	7291098
266170	266170	레드우즈	KONEX	733826
38390	038390	레드캡투어	KOSDAQ	16720822
294140	294140	레몬	KOSDAQ	22414818
443250	443250	레뷰코퍼레이션	KOSDAQ	11137760
228670	228670	레이	KOSDAQ	15602050
228850	228850	레이언스	KOSDAQ	16591014
412350	412350	레이저쎌	KOSDAQ	13026972
199550	199550	레이저옵텍	KOSDAQ	12265791
281740	281740	레이크머티리얼즈	KOSDAQ	65730548
277810	277810	레인보우로보틱스	KOSDAQ	19399858
215100	215100	로보로보	KOSDAQ	20348454
90360	090360	로보스타	KOSDAQ	9750000
238500	238500	로보쓰리에이아이	KONEX	52018262
108490	108490	로보티즈	KOSDAQ	14649528
900260	900260	로스웰	KOSDAQ	46029706
33290	033290	로젠	KOSDAQ	56156301
223220	223220	로지스몬	KONEX	1620620
67730	067730	로지시스	KOSDAQ	9673922
71280	071280	로체시스템즈	KOSDAQ	15296603
376900	376900	로킷헬스케어	KOSDAQ	15661489
214610	214610	롤링스톤	KOSDAQ	8383322
32350	032350	롯데관광개발	KOSPI	79601474
89860	089860	롯데렌탈	KOSPI	36309388
330590	330590	롯데리츠	KOSPI	288968884
400	000400	롯데손해보험	KOSPI	310336320
23530	023530	롯데쇼핑	KOSPI	28288755
20150	020150	롯데에너지머티리얼즈	KOSPI	52365463
280360	280360	롯데웰푸드	KOSPI	9304574
286940	286940	롯데이노베이트	KOSPI	15129367
4000	004000	롯데정밀화학	KOSPI	25800000
4990	004990	롯데지주	KOSPI	104909237
00499K	00499K	롯데지주우	KOSPI	805603
5300	005300	롯데칠성	KOSPI	9278884
5305	005305	롯데칠성우	KOSPI	775310
11170	011170	롯데케미칼	KOSPI	42775419
71840	071840	롯데하이마트	KOSPI	23607712
328130	328130	루닛	KOSDAQ	29284502
38060	038060	루멘스	KOSDAQ	48103069
474170	474170	루미르	KOSDAQ	17817696
162120	162120	루켄테크놀러지스	KONEX	11156602
253610	253610	루트락	KONEX	10185410
141080	141080	리가켐바이오	KOSDAQ GLOBAL	36610338
58470	058470	리노공업	KOSDAQ GLOBAL	76211850
16100	016100	리더스코스메틱	KOSDAQ	19100894
12700	012700	리드코프	KOSDAQ	26446135
302550	302550	리메드	KOSDAQ	31495528
491000	491000	리브스메드	KOSDAQ	24953391
73570	073570	리튬포어스	KOSDAQ	60186641
377450	377450	리파인	KOSDAQ	17330000
277070	277070	린드먼아시아	KOSDAQ	13692000
42500	042500	링네트	KOSDAQ	22291144
193250	193250	링크드	KOSDAQ	64592413
474650	474650	링크솔루션	KOSDAQ	5624032
219420	219420	링크제니시스	KOSDAQ	11469507
439090	439090	마녀공장	KOSDAQ	16388260
27740	027740	마니커	KOSPI	63511228
195500	195500	마니커에프앤지	KOSDAQ	15978000
357430	357430	마스턴프리미어리츠	KOSPI	30505307
377480	377480	마음AI	KOSDAQ	7110275
305090	305090	마이크로디지탈	KOSDAQ	18595055
448780	448780	마이크로엔엑스	KONEX	2677680
98120	098120	마이크로컨텍솔	KOSDAQ	8312766
424980	424980	마이크로투나노	KOSDAQ	5918890
38290	038290	마크로젠	KOSDAQ	10841400
1080	001080	만호제강	KOSPI	4150000
267980	267980	매일유업	KOSDAQ	7663638
5990	005990	매일홀딩스	KOSDAQ	13298304
93520	093520	매커스	KOSDAQ	14163092
88980	088980	맥쿼리인프라	KOSPI	478921993
94800	094800	맵스리얼티	KOSPI	92834331
179720	179720	머니무브	KONEX	2455804
100590	100590	머큐리	KOSDAQ	15830023
67280	067280	멀티캠퍼스	KOSDAQ	5926779
72870	072870	메가스터디	KOSDAQ	11920959
215200	215200	메가스터디교육	KOSDAQ GLOBAL	10365216
133750	133750	메가엠디	KOSDAQ	23407077
446540	446540	메가터치	KOSDAQ	20771000
235980	235980	메드팩토	KOSDAQ	34275121
200580	200580	메디쎄이	KONEX	3726079
41920	041920	메디아나	KOSDAQ	18598223
233250	233250	메디안디노스틱	KONEX	1746534
14100	014100	메디앙스	KOSDAQ	11800000
236340	236340	메디젠휴먼케어	KONEX	3014647
54180	054180	메디콕스	KOSDAQ	5527981
86900	086900	메디톡스	KOSDAQ	7298497
78160	078160	메디포스트	KOSDAQ	39204603
138040	138040	메리츠금융지주	KOSPI	175221773
0088D0	0088D0	메리츠제1호스팩	KOSDAQ	5795000
408920	408920	메쎄이상	KOSDAQ	43232455
21880	021880	메이슨캐피탈	KOSDAQ	212184408
140410	140410	메지온	KOSDAQ	30363914
241770	241770	메카로	KOSDAQ	10192640
90370	090370	메타랩스	KOSPI	24904689
59210	059210	메타바이오메드	KOSDAQ	28094301
118000	118000	메타케어	KOSPI	171777364
58110	058110	멕아이씨에스	KOSDAQ	16050530
72770	072770	멤레이비티	KOSDAQ	83024196
17180	017180	명문제약	KOSPI	33953454
9900	009900	명신산업	KOSPI	52470133
317450	317450	명인제약	KOSPI	14600000
12690	012690	모나리자	KOSPI	36571255
5360	005360	모나미	KOSPI	18897307
70960	070960	모나용평	KOSPI	48133333
434480	434480	모니터랩	KOSDAQ	12310300
80420	080420	모다이노칩	KOSDAQ	79721622
417970	417970	모델솔루션	KOSDAQ	6396700
80160	080160	모두투어	KOSDAQ	18900000
87260	087260	모바일어플라이언스	KOSDAQ	32552861
101330	101330	모베이스	KOSDAQ	23147029
12860	012860	모베이스전자	KOSDAQ	73233457
363260	363260	모비데이즈	KOSDAQ	32163769
348030	348030	모비릭스	KOSDAQ	9603800
250060	250060	모비스	KOSDAQ	32171314
288980	288980	모아데이타	KOSDAQ	34556562
142760	142760	모아라이프플러스	KOSDAQ	40808285
33200	033200	모아텍	KOSDAQ	14331185
333050	333050	모코엠시스	KOSDAQ	24613326
9680	009680	모토닉	KOSPI	28050000
118990	118990	모트렉스	KOSDAQ	24861990
463480	463480	모티브링크	KOSDAQ	12390358
6920	006920	모헨즈	KOSDAQ	10920000
9580	009580	무림P&P	KOSPI	62368324
1810	001810	무림SP	KOSDAQ	22137500
9200	009200	무림페이퍼	KOSPI	41609310
322970	322970	무진메디	KONEX	10051978
33920	033920	무학	KOSPI	28500000
8420	008420	문배철강	KOSPI	20503505
279600	279600	미디어젠	KOSDAQ	4684781
95500	095500	미래나노텍	KOSDAQ	31009999
254490	254490	미래반도체	KOSDAQ	14438000
25560	025560	미래산업	KOSPI	4482654
218150	218150	미래생명자원	KOSDAQ	20415802
7120	007120	미래아이앤지	KOSPI	28878608
396690	396690	미래에셋글로벌리츠	KOSPI	39605940
357250	357250	미래에셋맵스리츠	KOSPI	24995105
100790	100790	미래에셋벤처투자	KOSDAQ	53124634
0097F0	0097F0	미래에셋비전스팩10호	KOSDAQ	6500000
0099W0	0099W0	미래에셋비전스팩11호	KOSDAQ	7000000
477380	477380	미래에셋비전스팩4호	KOSDAQ	8100000
477470	477470	미래에셋비전스팩5호	KOSDAQ	5480000
478440	478440	미래에셋비전스팩6호	KOSDAQ	6930000
482680	482680	미래에셋비전스팩7호	KOSDAQ	8215000
0093G0	0093G0	미래에셋비전스팩8호	KOSDAQ	6400000
0096D0	0096D0	미래에셋비전스팩9호	KOSDAQ	5500000
85620	085620	미래에셋생명	KOSPI	177016189
6800	006800	미래에셋증권	KOSPI	567085734
00680K	00680K	미래에셋증권2우B	KOSPI	136678482
6805	006805	미래에셋증권우	KOSPI	14075750
208890	208890	미래엔에듀파트너	KONEX	4005520
49950	049950	미래컴퍼니	KOSDAQ	8817884
207760	207760	미스터블루	KOSDAQ	83079783
81660	081660	미스토홀딩스	KOSPI	53091840
2840	002840	미원상사	KOSPI	4750000
268280	268280	미원에스씨	KOSPI	5000000
107590	107590	미원홀딩스	KOSPI	2320000
134380	134380	미원화학	KOSPI	2199268
351020	351020	미쥬	KONEX	2075000
3650	003650	미창석유	KOSPI	1739672
59090	059090	미코	KOSDAQ	33416778
201490	201490	미투온	KOSDAQ	32593810
475460	475460	미트박스	KOSDAQ	5613025
452200	452200	민테크	KOSDAQ	23727300
206640	206640	바디텍메드	KOSDAQ	23486560
18700	018700	바른손	KOSDAQ	35119757
35620	035620	바른손이앤에이	KOSDAQ	74439675
354390	354390	바스칸바이오제약	KONEX	7018247
53030	053030	바이넥스	KOSDAQ	32684188
301300	301300	바이브컴퍼니	KOSDAQ	13154712
377740	377740	바이오노트	KOSPI	102056048
64550	064550	바이오니아	KOSDAQ	25810291
314930	314930	바이오다인	KOSDAQ	29764103
489460	489460	바이오비쥬	KOSDAQ	15044430
86820	086820	바이오솔루션	KOSDAQ	24292252
38460	038460	바이오스마트	KOSDAQ	26164438
251120	251120	바이오에프디엔씨	KOSDAQ	8695700
199730	199730	바이오인프라	KOSDAQ	4864367
266470	266470	바이오인프라생명과학	KONEX	27866019
289170	289170	바이오텐	KONEX	3576689
86040	086040	바이오톡스텍	KOSDAQ	15958247
188040	188040	바이오포트	KOSDAQ	4679308
199290	199290	바이오프로테크	KONEX	16325192
99430	099430	바이오플러스	KOSDAQ	61640722
32980	032980	바이온	KOSDAQ	30388995
308080	308080	바이젠셀	KOSDAQ	20499260
43150	043150	바텍	KOSDAQ	14854256
323990	323990	박셀바이오	KOSDAQ	23257345
3610	003610	방림	KOSPI	40202158
267790	267790	배럴	KOSDAQ	7689309
46310	046310	백금T&A	KOSDAQ	16418641
35150	035150	백산	KOSPI	20310153
331520	331520	밸로프	KOSDAQ	50864390
199480	199480	뱅크웨어글로벌	KOSDAQ	10196588
438700	438700	버넥트	KOSDAQ	11144890
66410	066410	버킷스튜디오	KOSDAQ	138453818
2410	002410	범양건영	KOSPI	27479820
382900	382900	범한퓨얼셀	KOSDAQ	8761000
206400	206400	베노티앤알	KOSDAQ	37510158
19010	019010	베뉴지	KOSDAQ	48200000
177350	177350	베셀	KOSDAQ	19653767
457600	457600	벡트	KOSDAQ	13707500
424760	424760	벨로크	KOSDAQ	19778317
7210	007210	벽산	KOSPI	66860000
250000	250000	보라티알	KOSDAQ	6750733
2760	002760	보락	KOSPI	59900000
3850	003850	보령	KOSPI	85787207
310210	310210	보로노이	KOSDAQ	18393521
6910	006910	보성파워텍	KOSDAQ	49129824
890	000890	보해양조	KOSPI	138120129
226340	226340	본느	KOSDAQ	41952420
496320	496320	본시스템즈	KONEX	1000000
206950	206950	볼빅	KONEX	14077265
3000	003000	부광약품	KOSPI	98664671
1270	001270	부국증권	KOSPI	10369886
1275	001275	부국증권우	KOSPI	3000000
26940	026940	부국철강	KOSPI	20000000
14470	014470	부방	KOSDAQ	60052260
11390	011390	부산산업	KOSPI	1056000
5030	005030	부산주공	KOSPI	78782988
8470	008470	부스타	KOSDAQ	8404800
338220	338220	뷰노	KOSDAQ	14001823
100120	100120	뷰웍스	KOSDAQ	9360000
406820	406820	뷰티스킨	KOSDAQ	14136157
99390	099390	브레인즈컴퍼니	KOSDAQ	8208283
64480	064480	브리지텍	KOSDAQ	11952500
365900	365900	브이씨	KOSDAQ	7310300
89970	089970	브이엠	KOSDAQ	24411695
251630	251630	브이원텍	KOSDAQ	15942886
18290	018290	브이티	KOSDAQ	34941838
478560	478560	블랙야크아이앤씨	KOSDAQ	25830298
6740	006740	블루산업개발	KOSPI	56975588
439580	439580	블루엠텍	KOSDAQ	33846547
33560	033560	블루콤	KOSDAQ	17100000
191600	191600	블루탑	KONEX	2858928
369370	369370	블리츠웨이엔터테인먼트	KOSDAQ	49871911
126340	126340	비나텍	KOSDAQ	6733708
121800	121800	비덴트	KOSDAQ	77201611
82800	082800	비보존 제약	KOSDAQ	50104666
318410	318410	비비씨	KOSDAQ	5555243
2070	002070	비비안	KOSPI	45196077
100220	100220	비상교육	KOSPI	12996741
419540	419540	비스토스	KOSDAQ	22992511
146320	146320	비씨엔씨	KOSDAQ	12797923
200780	200780	비씨월드제약	KOSDAQ	9736240
413640	413640	비아이매트릭스	KOSDAQ	7206940
141000	141000	비아트론	KOSDAQ	12114710
90460	090460	비에이치	KOSPI	33711538
83650	083650	비에이치아이	KOSDAQ	30944375
473370	473370	비엔케이제2호스팩	KOSDAQ	4210000
0068Y0	0068Y0	비엔케이제3호스팩	KOSDAQ	4310000
65170	065170	비엘팜텍	KOSDAQ	26683025
86670	086670	비엠티	KOSDAQ	9925885
230980	230980	비유테크놀러지	KOSDAQ	93320557
488900	488900	비츠로넥스텍	KOSDAQ	28976443
82920	082920	비츠로셀	KOSDAQ	45339477
54220	054220	비츠로시스	KOSDAQ	59953081
42370	042370	비츠로테크	KOSDAQ	26200025
50090	050090	비케이홀딩스	KOSDAQ	19784735
148780	148780	비큐AI	KOSDAQ	31445725
307870	307870	비투엔	KOSDAQ	59564511
377030	377030	비트맥스	KOSDAQ	41937104
32850	032850	비트컴퓨터	KOSDAQ	16623293
49470	049470	비트플래닛	KOSDAQ	117724498
238200	238200	비피도	KOSDAQ	8180000
93190	093190	빅솔론	KOSDAQ	19238905
65450	065450	빅텍	KOSDAQ	28652800
44480	044480	빌리언스	KOSDAQ	80663728
5180	005180	빙그레	KOSPI	9555703
69540	069540	빛과전자	KOSDAQ	60990153
72950	072950	빛샘전자	KOSDAQ	8052610
451250	451250	삐아	KOSDAQ	10225877
143240	143240	사람인	KOSDAQ	11709263
466410	466410	사이냅소프트	KOSDAQ	5037023
3960	003960	사조대림	KOSPI	9164467
8040	008040	사조동아원	KOSPI	141144600
7160	007160	사조산업	KOSPI	5000000
14710	014710	사조씨푸드	KOSPI	17218543
6090	006090	사조오양	KOSPI	9422739
223310	223310	사토시홀딩스	KOSDAQ	26023214
452430	452430	사피엔반도체	KOSDAQ	8218046
419120	419120	산돌	KOSDAQ	14718362
62040	062040	산일전기	KOSPI	30545200
122350	122350	삼기	KOSDAQ	38339428
419050	419050	삼기에너지솔루션즈	KOSDAQ	57196240
14970	014970	삼륭물산	KOSDAQ	15125000
18310	018310	삼목에스폼	KOSDAQ	14700000
12210	012210	삼미금속	KOSDAQ	22192012
53700	053700	삼보모터스	KOSDAQ	25225951
9620	009620	삼보산업	KOSDAQ	16386091
23600	023600	삼보판지	KOSDAQ	16008300
1470	001470	삼부토건	KOSPI	229681824
28050	028050	삼성E&A	KOSPI	196000000
448730	448730	삼성FN리츠	KOSPI	91050000
6400	006400	삼성SDI	KOSPI	80585530
6405	006405	삼성SDI우	KOSPI	1617896
6660	006660	삼성공조	KOSPI	8126314
28260	028260	삼성물산	KOSPI	169976544
02826K	02826K	삼성물산우B	KOSPI	1467590
207940	207940	삼성바이오로직스	KOSPI	46290951
32830	032830	삼성생명	KOSPI	200000000
0044K0	0044K0	삼성스팩10호	KOSDAQ	7520000
0071M0	0071M0	삼성스팩11호	KOSDAQ	5760000
0096B0	0096B0	삼성스팩12호	KOSDAQ	6580000
0115H0	0115H0	삼성스팩13호	KOSDAQ	7350000
18260	018260	삼성에스디에스	KOSPI	77377800
0126Z0	0126Z0	삼성에피스홀딩스	KOSPI	24883049
9150	009150	삼성전기	KOSPI	74693696
9155	009155	삼성전기우	KOSPI	2906984
5930	005930	삼성전자	KOSPI	5919637922
5935	005935	삼성전자우	KOSPI	815974664
1360	001360	삼성제약	KOSPI	94162079
10140	010140	삼성중공업	KOSPI	880000000
16360	016360	삼성증권	KOSPI	89300000
68290	068290	삼성출판사	KOSPI	10000000
29780	029780	삼성카드	KOSPI	115858891
810	000810	삼성화재	KOSPI	46011155
815	000815	삼성화재우	KOSPI	3099510
6110	006110	삼아알미늄	KOSPI	14711916
9300	009300	삼아제약	KOSDAQ	6370000
0120G0	0120G0	삼양바이오팜	KOSPI	7435870
145990	145990	삼양사	KOSPI	10313449
145995	145995	삼양사우	KOSPI	370070
3230	003230	삼양식품	KOSPI	7533015
482630	482630	삼양엔씨켐	KOSDAQ	10944140
484590	484590	삼양컴텍	KOSDAQ	41210450
36670	036670	삼양케이씨아이	KOSDAQ	11270000
2170	002170	삼양통상	KOSPI	3000000
272550	272550	삼양패키징	KOSPI	15068406
70	000070	삼양홀딩스	KOSPI	7763191
3720	003720	삼영	KOSPI	34000000
2810	002810	삼영무역	KOSPI	18466948
361670	361670	삼영에스앤씨	KOSDAQ	5667658
54540	054540	삼영엠텍	KOSDAQ	13000000
65570	065570	삼영이엔씨	KOSDAQ	16093838
5680	005680	삼영전자	KOSPI	20000000
23000	023000	삼원강재	KOSPI	40000000
4380	004380	삼익THK	KOSPI	20700000
2450	002450	삼익악기	KOSPI	90530915
14950	014950	삼익제약	KOSDAQ	9196413
32280	032280	삼일	KOSDAQ	16213590
2290	002290	삼일기업공사	KOSDAQ	12400000
4440	004440	삼일씨엔에스	KOSPI	12731947
520	000520	삼일제약	KOSPI	21691811
9770	009770	삼정펄프	KOSPI	2499971
37460	037460	삼지전자	KOSDAQ	16318522
32750	032750	삼진	KOSDAQ	9031122
0013V0	0013V0	삼진식품	KOSDAQ	9918656
54090	054090	삼진엘앤디	KOSDAQ	24959232
5500	005500	삼진제약	KOSPI	13320000
250	000250	삼천당제약	KOSDAQ	23457472
4690	004690	삼천리	KOSPI	4055025
24950	024950	삼천리자전거	KOSDAQ	13273577
38500	038500	삼표시멘트	KOSDAQ	107916306
437730	437730	삼현	KOSDAQ	31707567
17480	017480	삼현철강	KOSDAQ	15702890
10960	010960	삼호개발	KOSPI	24120000
46390	046390	삼화네트웍스	KOSDAQ	43172933
4450	004450	삼화왕관	KOSPI	2154379
9470	009470	삼화전기	KOSPI	6613820
11230	011230	삼화전자	KOSPI	19165785
1820	001820	삼화콘덴서	KOSPI	10395000
390	000390	삼화페인트	KOSPI	27203469
27580	027580	상보	KOSDAQ	59181279
38540	038540	상상인	KOSDAQ	55328313
452670	452670	상상인제4호스팩	KOSDAQ	5220000
1290	001290	상상인증권	KOSPI	108337120
41650	041650	상신브레이크	KOSPI	21471450
91580	091580	상신이디피	KOSDAQ	13328219
263810	263810	상신전자	KOSDAQ	15924825
89980	089980	상아프론테크	KOSDAQ	15989037
42940	042940	상지건설	KOSDAQ	6828712
42600	042600	새로닉스	KOSDAQ	12423574
75180	075180	새론오토모티브	KOSPI	19200000
107600	107600	새빗켐	KOSDAQ	5630054
411080	411080	샌즈랩	KOSDAQ	15267638
252990	252990	샘씨엔에스	KOSDAQ	60217889
7540	007540	샘표	KOSPI	2875800
248170	248170	샘표식품	KOSPI	4568286
378800	378800	샤페론	KOSDAQ	46243031
294630	294630	서남	KOSDAQ	26366319
38070	038070	서린바이오	KOSDAQ	9100676
6730	006730	서부T&D	KOSDAQ	64926923
79650	079650	서산	KOSDAQ	20000000
100660	100660	서암기계공업	KOSDAQ	12600000
7860	007860	서연	KOSPI	23479844
200880	200880	서연이화	KOSPI	27028437
19770	019770	서연탑메탈	KOSDAQ	11650000
17390	017390	서울가스	KOSPI	5000000
43710	043710	서울리거	KOSDAQ	86562510
92190	092190	서울바이오시스	KOSDAQ	45868383
46890	046890	서울반도체	KOSDAQ GLOBAL	58305400
31210	031210	서울보증보험	KOSPI	69821598
4410	004410	서울식품	KOSPI	390175136
4415	004415	서울식품우	KOSPI	2224500
63170	063170	서울옥션	KOSDAQ	17774267
27040	027040	서울전자통신	KOSDAQ	69588847
18680	018680	서울제약	KOSDAQ	11659319
36120	036120	서울평가정보	KOSDAQ	35500000
21050	021050	서원	KOSPI	47474590
93920	093920	서원인텍	KOSDAQ	18600000
189860	189860	서전기전	KOSDAQ	9698780
178320	178320	서진시스템	KOSDAQ	57799703
