종목코드,종목명,종가,대비,등락률,순자산가치(NAV),시가,고가,저가,거래량,거래대금,시가총액,순자산총액,상장좌수,기초지수_지수명,기초지수_종가,기초지수_대비,기초지수_등락률
"373790","KIWOOM 미국방어배당성장나스닥","16800","80","0.48","16742.86","16910","16910","16630","936","15620484","5712000000","0","340000","Nasdaq US Low Volatility Dividend Achievers Index","1376.09","10.94","0.80"
"483030","KIWOOM 미국블록버스터바이오테크의약품+","11600","-30","-0.26","11709.06","11630","11740","11595","4491","52404492","5800000000","0","500000","Solactive Blockbuster Biotech Drugs Index(PR)","2516.51","15.58","0.62"
"459790","KIWOOM 미국성장기업30액티브","18415","-420","-2.23","18457.35","18835","18835","18360","22033","405639465","24860250000","0","1350000","MSCI USA Index(Price Return)","6509.68","4.92","0.08"
"498270","KIWOOM 미국양자컴퓨팅","12205","-355","-2.83","12185.63","12180","12260","12160","266882","3258452844","234946250000","0","19250000","Solactive U.S. Quantum Computing Index(PR)","7218.78","140.59","1.99"
"474800","KIWOOM 미국원유에너지기업","14065","-485","-3.33","14134.73","14550","14550","14000","81958","1157628365","19691000000","0","1400000","MSCI US IMI Energy 25/50 Index(Price Return)","2067.75","18.84","0.92"
"0084D0","KIWOOM 미국테크100월간목표헤지액티브","10315","-85","-0.82","10404.44","10400","10405","10300","2947","30457550","9283500000","0","900000","Akros 미국테크100 월간방어적배분 지수(TR)","5788.80","0.00","0.00"
"104520","KIWOOM 블루칩","14740","50","0.34","14760.51","14780","14950","14645","1223","18150805","16214000000","0","1100000","MKF 블루칩","14803.22","25.87","0.18"
"0015E0","KIWOOM 엔비디아미국30년국채혼합액티브(H)","10675","10","0.09","10731.74","10685","10690","10675","3867","41286359","6405000000","0","600000","Bloomberg Blended NVIDIA and US Long Treasury Bond Index","7420.10","-24.94","-0.33"
"483020","KIWOOM 의료AI","13320","-235","-1.73","13402.78","13470","13490","13280","12132","161820041","8658000000","0","650000","FnGuide 의료AI 지수","2884.07","-55.28","-1.88"
"200250","KIWOOM 인도Nifty50(합성)","25180","-380","-1.49","25359.45","25300","25485","25165","14751","373359017","226620000000","0","9000000","Nifty 50 Index","25471.10","-336.10","-1.30"
"454780","KIWOOM 종합채권(AA-이상)액티브","102890","220","0.21","102883.78","102850","102940","102800","2389","245833135","487595710000","0","4739000","KIS 종합 채권시장지수(AA-이상)(총수익지수)","117.99","0.36","0.31"
"441330","KIWOOM 차이나A50커넥트MSCI","12490","-125","-0.99","12619.51","12565","12565","12490","149","1861120","3747000000","0","300000","MSCI China A50 Connect Index","2600.79","-38.04","-1.44"
"454180","KIWOOM 차이나내수소비TOP CSI","9230","-55","-0.59","9286.35","9160","9270","9140","1950","17856715","3692000000","0","400000","CSI SH-HK-SZ Consumer Top Index","2054.12","-11.13","-0.54"
"496090","KIWOOM 코리아밸류업","24190","140","0.58","24138.60","24220","24475","24000","19618","475781260","102807500000","0","4250000","코리아 밸류업 지수","2458.82","-5.29","-0.21"
"316670","KIWOOM 코스닥150","9470","-160","-1.66","9466.30","9555","9595","9400","398990","3782043859","64206600000","0","6780000","코스닥 150","1902.19","-44.31","-2.28"
"291630","KIWOOM 코스닥150선물레버리지","8350","-370","-4.24","8338.48","8510","8580","8270","84883","711053331","7097500000","0","850000","F-코스닥150 지수","2205.74","-42.48","-1.89"
"291620","KIWOOM 코스닥150선물인버스","4095","75","1.87","4091.83","4080","4115","4040","46137","188230330","2129400000","0","520000","F-코스닥150 지수","2205.74","-42.48","-1.89"
"153270","KIWOOM 코스피100","62310","110","0.18","62268.71","62200","63185","62000","11857","741114200","23677800000","0","380000","코스피 100","6255.88","-1.04","-0.02"
"122260","KIWOOM 통안채1년","102930","30","0.03","102933.56","102930","102930","102925","56","5764055","42201300000","0","410000","MK 통안채지수(총수익)","15116.86","6.79","0.04"
"0015F0","KIWOOM 팔란티어미국30년국채혼합액티브(H)","10135","-145","-1.41","10295.54","10130","10240","10120","59583","607129854","20270000000","0","2000000","Bloomberg Blended PALANTIR and US Long Treasury Bond Index","1743.12","14.82","0.86"
"0097L0","KIWOOM 한국고배당&미국AI테크","13085","240","1.87","13096.31","13085","13225","12570","43238","563383521","30749750000","0","2350000","Akros 미국AI테크TOP10&한국고배당3070 지수","5340.81","89.48","1.70"
"069500","KODEX 200","81860","-115","-0.14","81847.39","81785","83120","81350","18091482","1486833143906","16069118000000","0","196300000","코스피 200","814.59","-1.69","-0.21"
"226980","KODEX 200 중소형","24570","-70","-0.28","24507.53","24575","24825","24335","29209","719523019","19656000000","0","800000","코스피 200 중소형주지수","2437.10","-21.50","-0.87"
"337160","KODEX 200ESG","33525","-10","-0.03","33509.91","33535","33995","33405","52237","1760800100","77107500000","0","2300000","코스피 200 ESG 지수","994.30","-3.16","-0.32"
"363580","KODEX 200IT TR","30440","-215","-0.70","30389.71","30625","30990","30400","36585","1122782937","100452000000","0","3300000","코스피200 정보기술 TR","9239.97","-123.36","-1.32"
"278530","KODEX 200TR","29465","-20","-0.07","29441.37","29455","29900","29270","1815444","53655132335","5476070250000","0","185850000","코스피 200 TR","1072.14","-2.22","-0.21"
"337150","KODEX 200exTOP","24965","-5","-0.02","24894.17","24970","25235","24710","3723","93393720","17475500000","0","700000","코스피 200 초대형제외 지수","537.44","-5.16","-0.95"
"223190","KODEX 200가치저변동","24300","-75","-0.31","24255.24","24190","24585","24120","9183","223773629","24300000000","0","1000000","코스피 200 가치저변동성","11851.47","-30.76","-0.26"
"252650","KODEX 200동일가중","18960","10","0.05","18901.35","18950","19075","18715","3655","69192030","73944000000","0","3900000","코스피 200 동일가중지수","3794.83","-24.53","-0.64"
"360140","KODEX 200롱코스닥150숏선물","13495","285","2.16","13464.94","13390","13640","13380","152117","2061516835","32388000000","0","2400000","코스피200 롱 100% 코스닥150 숏 100% 선물지수","1173.89","19.26","1.67"
"284430","KODEX 200미국채혼합","19250","135","0.71","19173.12","19085","19390","19085","1586326","30532594940","1165780000000","0","60560000","코스피 200 미국채 혼합지수","4438.55","22.81","0.52"
"252670","KODEX 200선물인버스2X","320","0","0.00","321.24","322","325","310","3254134159","1035276664363","1276736000000","0","3989800000","코스피 200 선물지수","4011.56","-9.11","-0.23"
"494890","KODEX 200액티브","23665","-35","-0.15","23655.37","23655","24015","23505","1761329","41823887673","823542000000","0","34800000","코스피 200","815.03","-1.25","-0.15"
"498400","KODEX 200타겟위클리커버드콜","17380","30","0.17","17373.51","17315","17570","17260","9014487","157050985710","3116234000000","0","179300000","코스피 200 타겟 15% 위클리 커버드콜 지수","2496.76","-5.28","-0.21"
"0117L0","KODEX 26-12 금융채(AA-이상)액티브","10010","5","0.05","10005.79","10005","10010","10005","36245","362751402","2079577500000","0","207750000","KAP 26-12 금융채 총수익 지수(AA-이상)","109.16","0.08","0.07"
"473290","KODEX 26-12 회사채(AA-이상)액티브","10735","0","0.00","10738.34","10735","10740","10730","51428","552008860","541151350000","0","50410000","KAP 26-12 회사채 총수익 지수(AA-이상)","119.91","0.08","0.07"
"0007F0","KODEX 27-12 회사채(AA-이상)액티브","10095","5","0.05","10101.16","10095","10105","10090","14825","149701213","403800000000","0","40000000","KAP 27-12 회사채 총수익 지수(AA-이상)","108.97","0.08","0.07"
"0119H0","KODEX 28-12 회사채(AA-이상)액티브","9900","0","0.00","9900.81","9910","9915","9900","27564","273015625","178893000000","0","18070000","KAP 28-12 회사채 총수익 지수(AA- 이상)","102.91","0.09","0.09"
"305720","KODEX 2차전지산업","16970","-445","-2.56","16961.69","17140","17385","16920","3791881","64809778113","1844639000000","0","108700000","FnGuide 2차전지 산업 지수","2962.79","-99.94","-3.26"
"462330","KODEX 2차전지산업레버리지","1853","-116","-5.89","1858.09","1906","1938","1841","43829215","82375711347","715443300000","0","386100000","FnGuide 2차전지 산업 지수","2962.80","-99.93","-3.26"
"461950","KODEX 2차전지핵심소재10","6585","-205","-3.02","6571.10","6685","6755","6540","1752711","11598096367","249571500000","0","37900000","FnGuide 2차전지핵심소재10 지수","5845.39","-196.27","-3.25"
"457690","KODEX 33-06 국고채액티브","10710","30","0.28","10716.13","10705","10730","10700","20079","215157810","20456100000","0","1910000","KAP 33-06 국고채 총수익 지수","113.17","0.34","0.30"
"271060","KODEX 3대농산물선물(H)","8005","95","1.20","8004.20","7910","8050","7910","82878","663796060","24975600000","0","3120000","S&P GSCI Grains Select Index ER","16.55","-0.08","-0.49"
"457700","KODEX 53-09 국고채액티브","10630","70","0.66","10631.60","10595","10655","10595","19535","207836770","14244200000","0","1340000","KAP 53-09 국고채 총수익 지수","106.36","1.06","1.01"
"395160","KODEX AI반도체","24540","-265","-1.07","24480.19","24600","24835","24350","2541377","62547557146","2321484000000","0","94600000","FnGuide AI반도체지수","5638.12","-114.26","-1.99"
"471990","KODEX AI반도체핵심장비","20185","-465","-2.25","20155.15","20480","20680","20110","853012","17376137718","274516000000","0","13600000","iSelect AI 반도체핵심장비 지수","5647.90","-178.45","-3.06"
"487240","KODEX AI전력핵심설비","29835","-275","-0.91","29728.73","29620","30240","29410","2979624","88900830365","1393294500000","0","46700000","iSelect AI 전력핵심설비 지수(Price Return)","17964.87","-250.99","-1.38"
"481050","KODEX CD1년금리플러스액티브(합성)","1023000","75","0.01","1023035.82","1022995","1023000","1022995","12388","12672900091","3033297300000","0","2965100","KAP 1년은행 CD+추가금리 지수(총수익지수)","1224.18","0.57","0.05"
"459580","KODEX CD금리액티브(합성)","1074950","80","0.01","1075079.41","1074945","1074950","1074945","362445","389609970197","8080614140000","0","7517200","KAP 양도성예금증서(CD)금리지수(총수익지수)","123.26","0.06","0.05"
"439860","KODEX ESG종합채권(A-이상)액티브","113725","85","0.07","113732.55","113765","113800","113725","2308","262600975","374723875000","0","3295000","KAP ESG 종합채권지수(A- 이상, 총수익)","130.32","0.13","0.10"
"266370","KODEX IT","40505","-10","-0.02","40407.49","40585","40980","40270","51456","2092090332","48606000000","0","1200000","KRX 정보기술","3485.11","-48.19","-1.36"
"368680","KODEX K-뉴딜디지털플러스","9070","-165","-1.79","9083.85","9200","9235","9065","5819","53114665","9070000000","0","1000000","FnGuide K-뉴딜 디지털 플러스 지수","2162.10","-41.31","-1.87"
"423160","KODEX KOFR금리액티브(합성)","110795","50","0.05","110780.31","110790","110795","110790","434143","48100416342","4416731880000","0","39864000","KOFR 지수","1180.38","0.08","0.01"
"292190","KODEX KRX300","37480","-100","-0.27","37445.96","37505","37970","37260","9616","361532106","56220000000","0","1500000","KRX 300","3649.01","-9.78","-0.27"
"306950","KODEX KRX300레버리지","63185","50","0.08","63272.97","63075","64535","62180","9832","621352636","63185000000","0","1000000","KRX 300","3647.17","-11.62","-0.32"
"229720","KODEX KTOP30","29655","-15","-0.05","29657.70","29770","29955","29565","4015","119691645","14827500000","0","500000","KTOP 30","14940.56","-62.08","-0.41"
"0080G0","KODEX K방산TOP10","12435","100","0.81","12412.89","12190","12690","12135","1728705","21411429517","348180000000","0","28000000","iSelect K방산 TOP10 지수(Price Return)","11829.48","13.33","0.11"
"0100K0","KODEX K방산TOP10레버리지","12265","95","0.78","12282.53","11910","12780","11650","519282","6348732240","66231000000","0","5400000","iSelect K방산 TOP10 지수(Price Return)","11829.48","13.33","0.11"
"0098F0","KODEX K원자력SMR","16160","35","0.22","16129.59","15985","16535","15872","1797000","29249929758","176952000000","0","10950000","iSelect K원자력SMR 지수(Price Return)","6265.50","-25.96","-0.41"
"0115D0","KODEX K조선TOP10","9715","-25","-0.26","9701.59","9675","9820","9565","567448","5504341021","122894750000","0","12650000","KRX K조선 TOP10 지수","6127.17","-41.14","-0.67"
"266360","KODEX K콘텐츠","13815","-160","-1.14","13781.12","13820","14110","13750","84580","1174067355","56641500000","0","4100000","KRX K콘텐츠","2135.99","-24.00","-1.11"
"291890","KODEX MSCI EM선물(H)","11295","-210","-1.83","11360.01","11490","11490","11275","1954","22177660","7906500000","0","700000","iEdge Emerging Markets Futures Index(ER)","1596.72","5.19","0.33"
"289040","KODEX MSCI KOREA ESG유니버설","24295","130","0.54","24226.31","24185","24595","24165","791","19265855","17006500000","0","700000","MSCI Korea ESG Universal Capped Index","3385.30","-12.93","-0.38"
"156080","KODEX MSCI Korea","38400","135","0.35","38305.62","38320","38835","38150","4350","167643890","26880000000","0","700000","MSCI Korea Index","1866.35","-0.77","-0.04"
"278540","KODEX MSCI Korea TR","28410","170","0.60","28365.82","28240","28770","28230","27825","790933139","2275641000000","0","80100000","MSCI Korea TR Index","3594.14","-1.46","-0.04"
"251350","KODEX MSCI선진국","37190","-555","-1.47","37210.87","37680","37680","37100","64868","2414984360","496486500000","0","13350000","MSCI World","4509.69","-6.13","-0.14"
"269420","KODEX S&P글로벌인프라(합성)","23655","-45","-0.19","23835.25","23700","23835","23650","12334","292679248","24482925000","0","1035000","S&P Global Infrastructure Index","3922.59","37.47","0.96"
"433970","KODEX TDF2030액티브","13655","-95","-0.69","13664.13","13760","13760","13635","55941","764465005","82612750000","0","6050000","Samsung Korea Target Date 2030 Index (Price Return)","1851.15","-2.81","-0.15"
"433980","KODEX TDF2040액티브","15295","-155","-1.00","15296.58","15395","15450","15265","99165","1516746544","117006750000","0","7650000","Samsung Korea Target Date 2040 Index (Price Return)","2156.72","-6.59","-0.30"
"434060","KODEX TDF2050액티브","16475","-180","-1.08","16436.91","16535","16535","16425","309413","5094609294","482717500000","0","29300000","Samsung Korea Target Date 2050 Index (Price Return)","2500.74","-11.43","-0.45"
"0082V0","KODEX TDF2060액티브","11015","-155","-1.39","11009.01","11155","11160","11000","219840","2425150536","110700750000","0","10050000","Samsung Korea Target Date 2060 Index","2588.07","-13.58","-0.52"
"329650","KODEX TRF3070","14315","-25","-0.17","14319.05","14365","14365","14270","71346","1019911115","260533000000","0","18200000","FnGuide TRF 3070 지수","1849.47","-1.92","-0.10"
"329660","KODEX TRF5050","17615","-105","-0.59","17697.01","17705","17705","17605","56873","1002890151","105690000000","0","6000000","FnGuide TRF 5050 지수","2291.55","-7.23","-0.31"
"329670","KODEX TRF7030","21465","-170","-0.79","21543.96","21375","21535","21375","70474","1515855789","83713500000","0","3900000","FnGuide TRF 7030 지수","2808.50","-14.83","-0.53"
"395170","KODEX Top10동일가중","14345","35","0.24","14309.04","14320","14460","14200","19050","273703631","55945500000","0","3900000","FnGuide TOP10 동일가중 지수","2255.30","-14.16","-0.62"
"315930","KODEX Top5PlusTR","60100","-400","-0.66","59997.83","60280","60845","59715","97778","5891881060","1532550000000","0","25500000","FnGuide TOP 5 Plus Total Return 지수","6144.87","-17.92","-0.29"
"261220","KODEX WTI원유선물(H)","14590","-490","-3.25","14623.97","14600","14670","14575","95260","1391971936","62372250000","0","4275000","S&P GSCI Crude Oil Index ER","140.73","-0.02","-0.02"
"271050","KODEX WTI원유선물인버스(H)","3910","115","3.03","3901.84","3890","3910","3865","662120","2578382718","25903750000","0","6625000","S&P GSCI Crude Oil Index ER","140.73","-0.02","-0.02"
"468370","KODEX iShares미국인플레이션국채액티브","11495","65","0.57","11509.06","11490","11505","11465","24502","281395665","17817250000","0","1550000","ICE U.S. Treasury Inflation Linked Bond Index(Total Return)","129.04","0.14","0.11"
"468630","KODEX iShares미국투자등급회사채액티브","11880","75","0.64","11887.53","11860","11895","11845","40656","482574882","35758800000","0","3010000","Markit iBoxx USD Liquid Investment Grade Index(Total Return)","348.49","0.66","0.19"
"468380","KODEX iShares미국하이일드액티브","11690","35","0.30","11685.43","11635","11695","11635","161890","1889522816","110938100000","0","9490000","ICE BofAML US HY Constrained Index(Total Return)","621.70","-0.10","-0.02"
"275290","KODEX 가치주","24540","80","0.33","24506.57","24425","24890","24375","18710","460556865","22086000000","0","900000","MSCI Korea IMI Enhanced Value Capped","14299.93","61.67","0.43"
"117700","KODEX 건설","5820","-35","-0.60","5817.99","5785","5960","5750","820114","4783325109","44232000000","0","7600000","KRX 건설","1166.73","-5.90","-0.50"
"300950","KODEX 게임산업","6585","-105","-1.57","6564.84","6675","6740","6555","134558","889227487","37534500000","0","5700000","FnGuide 게임 산업 지수","808.05","-16.09","-1.95"
"266390","KODEX 경기소비재","12090","-30","-0.25","12054.51","12010","12155","11775","23053","276040350","12090000000","0","1000000","KRX 경기소비재","1369.22","-5.48","-0.40"
"279530","KODEX 고배당주","18435","385","2.13","18380.72","18285","18700","18125","938697","17306552402","346578000000","0","18800000","FnGuide 고배당 Plus 지수","28559.99","499.78","1.78"
"132030","KODEX 골드선물(H)","28330","-595","-2.06","28373.29","28090","28555","28085","285370","8084763005","470278000000","0","16600000","S&P GSCI Gold Index(TR)","2417.71","0.00","0.00"
"280940","KODEX 골드선물인버스(H)","3010","45","1.52","3019.81","3030","3040","2975","20542","61662344","3010000000","0","1000000","S&P GSCI GOLD Index Excess Return","304.09","5.90","1.98"
"138910","KODEX 구리선물(H)","9145","-275","-2.92","9162.82","9130","9235","9115","885120","8132269125","68587500000","0","7500000","S&P GSCI North American Copper Index(TR)","817.25","0.00","0.00"
"471230","KODEX 국고채10년액티브","107855","410","0.38","107735.65","107750","107950","107605","18137","1955392232","512419105000","0","4751000","KAP 국고채 10년 지수(TR)","112.91","0.47","0.42"
"439870","KODEX 국고채30년액티브","104115","845","0.82","104035.80","103735","104200","103610","23750","2469134985","501626070000","0","4818000","KAP 국고채 30년 총수익 지수","93.12","0.97","1.05"
"114260","KODEX 국고채3년","61750","20","0.03","61723.61","61780","61795","61730","38122","2354383927","481279500000","0","7794000","MKF 국고채지수(총수익)","204.03","0.05","0.02"
"152380","KODEX 국채선물10년","67155","255","0.38","67226.02","67115","67210","67045","6061","407002827","40293000000","0","600000","10년국채선물지수","1180.70","3.71","0.32"
"176950","KODEX 국채선물10년인버스","57180","-235","-0.41","57147.75","57165","57250","57165","224","12815385","13380120000","0","234000","10년국채선물지수","1180.70","3.71","0.32"
"292770","KODEX 국채선물3년인버스","56620","-25","-0.04","56600.55","0","0","0","0","0","16306560000","0","288000","국채선물지수","1217.92","0.58","0.05"
"276990","KODEX 글로벌로봇(합성)","25365","215","0.85","25528.77","25150","25465","24600","22289","565563852","44515575000","0","1755000","ROBO Global Robotics & Automation UCITS Price Return Index","1260.78","4.22","0.34"
"476070","KODEX 글로벌비만치료제TOP2 Plus","11360","70","0.62","11441.80","11365","11415","11340","44139","501730940","51688000000","0","4550000","iSelect 글로벌 비만치료제TOP2 Plus 지수(PR)","3117.28","13.43","0.43"
"0064K0","KODEX 금액티브","15010","-315","-2.06","15049.13","14855","15120","14850","599040","8995297786","293445500000","0","19550000","Bloomberg Gold Spot NY 4pm USD Index","4293.95","95.29","2.27"
"0089D0","KODEX 금융고배당TOP10","14225","-150","-1.04","14278.29","14575","14710","14130","1118289","16110193282","263162500000","0","18500000","코스피 200 금융 고배당 TOP 10 지수","2951.60","-24.80","-0.83"
"498410","KODEX 금융고배당TOP10타겟위클리커버드콜","14755","-55","-0.37","14729.90","14975","15145","14605","2736868","40683896721","641842500000","0","43500000","코스피 200 금융 고배당 TOP 10 타겟 15%분배 위클리 커버드콜 지수","1335.61","-11.38","-0.84"
"102960","KODEX 기계장비","15965","-165","-1.02","15974.26","15925","16205","15815","20358","325895052","19796600000","0","1240000","KRX 기계장비","1733.91","-23.21","-1.32"
"404260","KODEX 기후변화솔루션","21130","-225","-1.05","21073.83","21265","21345","21040","1735","36869812","19017000000","0","900000","KRX 기후변화 솔루션지수","4041.32","-87.04","-2.11"
"273140","KODEX 단기변동금리부채권액티브","114675","30","0.03","114649.32","114675","114675","114650","6010","689137034","324530250000","0","2830000","KAP 단기변동금리부은행채권지수","146.47","0.08","0.05"
"153130","KODEX 단기채권","113315","20","0.02","113313.76","113305","113315","113300","27595","3126822589","743233085000","0","6559000","KRW Cash 지수(총수익)","172.95","0.08","0.05"
"214980","KODEX 단기채권PLUS","114675","65","0.06","114688.61","114685","114695","114675","37450","4294952210","2032499700000","0","17724000","KRW Cash PLUS 지수(총수익)","167.76","0.07","0.04"
"487950","KODEX 대만테크고배당다우존스","10445","0","0.00","10356.69","10450","10470","10400","6885","71799559","13056250000","0","1250000","Dow Jones Taiwan Technology Dividend 30 Index(TWD)(PR)","2888.44","0.00","0.00"
"122630","KODEX 레버리지","84615","-185","-0.22","84708.83","84330","87190","83555","21068368","1798391477053","5538051750000","0","65450000","코스피 200","814.59","-1.69","-0.21"
"445290","KODEX 로봇액티브","34210","-495","-1.43","34173.45","34275","34595","33900","862063","29481534986","1134061500000","0","33150000","iSelect K-로봇테마 지수","3966.60","-65.89","-1.63"
"488770","KODEX 머니마켓액티브","103590","55","0.05","103579.05","103590","103595","103590","780789","80883038323","7716833460000","0","74494000","KAP MMF 지수(TR)","119.70","0.06","0.05"
"321410","KODEX 멀티에셋하이인컴(H)","10725","-85","-0.79","10786.17","10730","10730","10725","455","4880175","5362500000","0","500000","Morningstar Multi-Asset High Income 10% Capped Index","1126.06","2.05","0.18"
"337120","KODEX 멀티팩터","27495","65","0.24","27467.51","27515","27775","27340","2095","57970345","16497000000","0","600000","FnGuide 멀티팩터 지수","17208.26","-29.84","-0.17"
"401470","KODEX 메타버스액티브","9005","-100","-1.10","9034.56","9105","9205","9005","56767","516765220","87348500000","0","9700000","FnGuide K-메타버스 지수","1281.52","-25.37","-1.94"
"244620","KODEX 모멘텀Plus","18795","-130","-0.69","18810.18","18850","18850","18675","123","2300500","11277000000","0","600000","FnGuide 모멘텀 Plus 지수","6131.84","-95.39","-1.53"
"275280","KODEX 모멘텀주","31680","180","0.57","31610.57","31455","32070","31455","7492","237968146","22176000000","0","700000","MSCI Korea IMI Momentum Capped","10297.21","-29.09","-0.28"
"308620","KODEX 미국10년국채선물","12375","75","0.61","12376.59","12340","12385","12340","94728","1171363015","106425000000","0","8600000","S&P 10-Year U.S. Treasury Note Futures KRW(ER)","239.16","1.57","0.66"
"0091C0","KODEX 미국10년국채액티브(H)","10050","50","0.50","10053.14","10055","10060","10045","66177","665148612","161805000000","0","16100000","KAP 미국 국채 10년 지수(총수익)","94.41","0.56","0.60"
"484790","KODEX 미국30년국채액티브(H)","8980","80","0.90","9009.65","9010","9015","8980","1088373","9784271553","668650800000","0","74460000","KEDI-KAP 미국 국채 20+ 지수(TR)","74.77","0.88","1.19"
"304660","KODEX 미국30년국채울트라선물(H)","7730","80","1.05","7759.78","7750","7750","7725","178715","1383100493","211029000000","0","27300000","S&P Ultra T-Bond Futures Index(ER)","112.95","0.50","0.44"
"304670","KODEX 미국30년국채울트라선물인버스(H)","11495","-110","-0.95","11505.20","11465","11495","11465","1946","22320685","6897000000","0","600000","S&P Ultra T-Bond Futures Index(ER)","112.95","0.50","0.44"
"481060","KODEX 미국30년국채타겟커버드콜(합성 H)","8290","20","0.24","8345.42","8310","8320","8285","985639","8178816135","950448500000","0","114650000","Bloomberg U.S.Treasury 20+ Year(TLT)+ 12% Premium Covered Call index(TR)","949.98","0.87","0.09"
"0151S0","KODEX 미국AI반도체TOP3플러스","10560","-275","-2.54","10640.19","10670","10695","10560","561854","5979194081","140976000000","0","13350000","Akros 미국 AI 반도체 Top 3 플러스 지수 (Price Return)","18922.77","0.00","0.00"
"0041D0","KODEX 미국AI소프트웨어TOP10","11330","-475","-4.02","11376.55","11375","11395","11315","167557","1901955872","56083500000","0","4950000","iSelect 미국 AI 소프트웨어 TOP10 지수(PR)","2923.01","60.02","2.10"
"487230","KODEX 미국AI전력핵심인프라","18825","-620","-3.19","18929.48","18995","18995","18770","1302373","24575063501","1564357500000","0","83100000","iSelect 미국AI전력핵심인프라 지수(Price Return)","8213.27","87.45","1.08"
"485540","KODEX 미국AI테크TOP10","13840","-340","-2.40","13934.65","13990","13995","13840","779750","10837096226","291332000000","0","21050000","KEDI 미국AI테크 TOP10 지수(PR)","11549.53","0.00","0.00"
"483280","KODEX 미국AI테크TOP10타겟커버드콜","11825","-230","-1.91","11869.80","11920","11920","11800","586099","6937751854","571147500000","0","48300000","KEDI 미국 AI 테크 TOP10+15%프리미엄 지수(Total Return)","9441.68","0.00","0.00"
"428560","KODEX 미국ETF산업Top10 Indxx","15225","-55","-0.36","15247.50","15280","15280","15165","6608","100624130","12180000000","0","800000","Indxx US ETF Industry Top10 Index(Price Return)","3566.17","47.03","1.34"
"379800","KODEX 미국S&P500","22325","-395","-1.74","22389.08","22345","22405","22300","15160538","338762028370","7903050000000","0","354000000","S&P 500","6836.17","3.41","0.05"
"449180","KODEX 미국S&P500(H)","15390","-325","-2.07","15420.91","15440","15465","15385","444506","6857759964","710248500000","0","46150000","S&P 500","6836.17","3.41","0.05"
"453660","KODEX 미국S&P500경기소비재","18060","-270","-1.47","18120.77","18090","18100","17980","6990","125945240","13545000000","0","750000","S&P Consumer Discretionary Select Sector Index(Price Return)","2347.72","-0.24","-0.01"
"453650","KODEX 미국S&P500금융","18270","-430","-2.30","18338.83","18305","18340","18250","23811","435625396","42934500000","0","2350000","S&P Financial Select Sector Index(Price Return)","635.66","-0.44","-0.07"
"0005A0","KODEX 미국S&P500데일리커버드콜OTM","9615","-120","-1.23","9595.75","9605","9635","9580","377511","3626279253","135571500000","0","14100000","S&P 500 Covered Call 1% OTM Daily Index(TR)","360.02","0.33","0.09"
"276970","KODEX 미국S&P500배당귀족커버드콜(합성 H)","8240","-25","-0.30","8328.89","8265","8290","8220","22813","188268146","38728000000","0","4700000","S&P500 Dividend Aristocrats Covered Call(7.2% Premium) Index","117.33","0.66","0.57"
"0026E0","KODEX 미국S&P500버퍼3월액티브","10920","-100","-0.91","11086.52","10935","10965","10920","6462","70682435","73710000000","0","6750000","S&P500 10% Buffered Index March Series (USD) TR","199.78","0.29","0.15"
"0068M0","KODEX 미국S&P500버퍼6월액티브","11420","-110","-0.95","11596.93","11410","11510","11410","262","3007070","57100000000","0","5000000","S&P500 10% Buffered Index June Series (USD) TR","407.58","0.49","0.12"
"0089C0","KODEX 미국S&P500변동성확대시커버드콜","10710","-200","-1.83","10787.14","10770","10770","10710","5927","63558582","81931500000","0","7650000","Cboe S&P 500 Volatility Contingent Daily Covered Call Index(Total Retrun)","3049.87","1.97","0.06"
"200030","KODEX 미국S&P500산업재(합성)","42845","-750","-1.72","43193.89","43110","43110","42830","5355","230072292","48800455000","0","1139000","S&P Select Sector Industrial Index","1742.17","0.00","0.00"
"219480","KODEX 미국S&P500선물(H)","29690","-630","-2.08","29710.06","29795","29840","29685","9761","290478965","145481000000","0","4900000","S&P 500 Futures Total Return Index","1029.68","-1.63","-0.16"
"0041E0","KODEX 미국S&P500액티브","14055","-275","-1.92","14100.24","14330","14330","14040","60063","845545891","57625500000","0","4100000","S&P 500","6836.17","3.41","0.05"
"218420","KODEX 미국S&P500에너지(합성)","17970","-560","-3.02","18132.31","18215","18240","17970","54767","991085918","33963300000","0","1890000","S&P Select Sector Energy Index","1141.18","8.29","0.73"
"463640","KODEX 미국S&P500유틸리티","15125","300","2.02","15178.52","15025","15155","15025","7877","118892230","15125000000","0","1000000","S&P Utilities Select Sector Index(Price Return)","940.44","24.65","2.69"
"463690","KODEX 미국S&P500커뮤니케이션","18955","-305","-1.58","19011.86","18990","19015","18895","974","18435900","12320750000","0","650000","S&P Communication Services Select Sector Index(Price Return)","598.43","-0.26","-0.04"
"463680","KODEX 미국S&P500테크놀로지","17370","-480","-2.69","17442.90","17200","17810","17200","33578","584573589","65137500000","0","3750000","S&P Technology Select Sector Index(Price Return)","2811.67","8.58","0.31"
"453630","KODEX 미국S&P500필수소비재","13610","100","0.74","13653.43","13620","13660","13535","97871","1334132586","17693000000","0","1300000","S&P Consumer Staples Select Sector Index(Price Return)","904.00","2.53","0.28"
"453640","KODEX 미국S&P500헬스케어","13610","-35","-0.26","13659.78","13630","13665","13580","35457","482657878","65328000000","0","4800000","S&P Health Care Select Sector Index(Price Return)","1591.90","15.89","1.01"
