종목코드,종목명,종가,대비,등락률,순자산가치(NAV),시가,고가,저가,거래량,거래대금,시가총액,순자산총액,상장좌수,기초지수_지수명,기초지수_종가,기초지수_대비,기초지수_등락률
"250730","RISE 차이나HSCEI(H)","10575","-130","-1.21","10602.40","10705","10775","10500","7176","75934830","20092500000","0","1900000","Hang Seng China H","9015.47","-159.71","-1.74"
"291680","RISE 차이나H선물인버스(H)","7550","150","2.03","7522.27","7430","7565","7385","238","1774864","3775000000","0","500000","Hang Seng China Enterprises Futures Index(Price Return)","11320.44","-204.64","-1.78"
"0094L0","RISE 차이나테크TOP10위클리타겟커버드콜","9445","-100","-1.05","9540.50","9505","9505","9355","30203","283499850","14639750000","0","1550000","Bloomberg China Tech Select TOP 10 + 12% Target Premium Weekly Index","1134.79","-15.57","-1.35"
"371150","RISE 차이나항셍테크","8285","-40","-0.48","8333.65","8510","8510","8185","30813","254188040","19884000000","0","2400000","Hang Seng TECH Index","5360.42","-48.56","-0.90"
"183700","RISE 채권혼합","84400","90","0.11","84079.75","84460","84915","84135","8329","703046681","20256000000","0","240000","주식국채혼합(채권형)지수","2148.53","0.81","0.04"
"498860","RISE 코리아금융고배당","21490","690","3.32","21433.10","21535","21980","21000","389405","8329068709","44054500000","0","2050000","iSelect 코리아 금융 고배당 지수","3266.51","111.37","3.53"
"495050","RISE 코리아밸류업","24290","30","0.12","24237.53","24230","24570","24100","4380923","106772293701","661902500000","0","27250000","코리아 밸류업 지수","2458.82","-5.29","-0.21"
"0094M0","RISE 코리아밸류업위클리고정커버드콜","16105","75","0.47","16105.63","16020","16305","15995","258893","4183404754","24962750000","0","1550000","코리아 밸류업 위클리 커버드콜 30% 지수","2745.93","-6.15","-0.22"
"0151P0","RISE 코리아전략산업액티브","12690","-20","-0.16","12692.02","12675","12810","12545","483218","6122880447","78043500000","0","6150000","KAP 코리아전략산업지수","3581.98","-11.00","-0.31"
"270810","RISE 코스닥150","18820","-415","-2.16","18848.30","18945","19085","18725","961010","18130269706","507387200000","0","26960000","코스닥 150","1902.19","-44.31","-2.28"
"278240","RISE 코스닥150선물레버리지","18810","-775","-3.96","18848.05","19170","19325","18610","49779","940931315","137877300000","0","7330000","F-코스닥150 지수","2205.74","-42.48","-1.89"
"275750","RISE 코스닥150선물인버스","2310","55","2.44","2304.95","2285","2315","2280","12233","28138645","1732500000","0","750000","F-코스닥150 지수","2205.74","-42.48","-1.89"
"302450","RISE 코스피","57300","85","0.15","57197.65","57290","57900","56920","6524","374303215","312285000000","0","5450000","코스피","5507.03","-15.24","-0.28"
"0047P0","RISE 테슬라고정테크100","13335","-370","-2.70","13404.29","13450","13450","13320","22399","299435095","20669250000","0","1550000","KEDI 테슬라고정테크100 지수(PR)","7292.57","0.00","0.00"
"0013R0","RISE 테슬라미국채타겟커버드콜혼합(합성)","9525","-45","-0.47","9604.41","9570","9625","9515","92389","882312291","36195000000","0","3800000","KEDI 테슬라미국30년국채15%타겟프리미엄 혼합지수(TR)","2832.25","0.00","0.00"
"449580","RISE 테슬라애플아마존채권혼합","16070","-425","-2.58","15942.93","15970","16525","15950","26153","418529492","17677000000","0","1100000","iSelect 테슬라 애플 아마존 채권혼합지수(Price Return)","4134.42","-48.29","-1.15"
"334690","RISE 팔라듐선물(H)","7865","-315","-3.85","7931.52","7830","7965","7750","25516","200487274","6685250000","0","850000","S&P GSCI Palladium Excess Return Index","980.72","26.24","2.75"
"334700","RISE 팔라듐선물인버스(H)","2870","110","3.99","2873.79","2845","2900","2835","6783","19520085","1722000000","0","600000","S&P GSCI Palladium Excess Return Index","980.72","26.24","2.75"
"0047R0","RISE 팔란티어고정테크100","12575","-390","-3.01","12600.52","12645","12645","12530","35714","449143094","32695000000","0","2600000","KEDI 팔란티어고정테크100 지수(PR)","4343.74","0.00","0.00"
"253280","RISE 헬스케어","18380","-205","-1.10","18427.91","18530","18535","18285","37529","692705615","11028000000","0","600000","FnGuide 헬스케어 지수","4686.60","-46.87","-0.99"
"253290","RISE 헬스케어채권혼합","13115","-5","-0.04","13175.91","13185","13185","13065","31662","415346880","23607000000","0","1800000","FnGuide 헬스케어 채권혼합 지수","2322.93","-6.48","-0.28"
"411540","SOL 200 Top10","15615","105","0.68","15593.98","15525","15770","15480","33120","517009015","24984000000","0","1600000","코스피 200 Top 10 지수","2376.23","-14.27","-0.60"
"295040","SOL 200TR","30580","0","0.00","30544.78","30530","31015","30370","570065","17482075490","339438000000","0","11100000","코스피 200 TR","1072.14","-2.22","-0.21"
"488980","SOL 26-12 회사채(AA-이상)액티브","51315","10","0.02","51326.33","51325","51325","51315","21","1077625","277306260000","0","5404000","KAP 26-12 크레딧 채권지수(AA-이상, 총수익)","108.55","0.07","0.06"
"0092C0","SOL 27-12 회사채(AA-이상)액티브","49725","15","0.03","49717.88","49715","49725","49715","12","596600","194524200000","0","3912000","KAP 27-12 크레딧 채권지수(AA-이상, 총수익)","103.15","0.07","0.07"
"455860","SOL 2차전지소부장Fn","6200","-200","-3.13","6195.32","6295","6365","6170","1038120","6469854616","176700000000","0","28500000","FnGuide 2차전지 소부장 지수(PR)","3832.99","-126.15","-3.19"
"455850","SOL AI반도체소부장","22355","-480","-2.10","22266.19","22455","22605","22110","2080627","46528328283","807015500000","0","36100000","FnGuide AI 반도체 소부장 지수","3798.62","-138.19","-3.51"
"497880","SOL CD금리&머니마켓액티브","50080","10","0.02","50078.57","50075","50080","50075","74858","3748759870","177984320000","0","3554000","KAP CD&단기자금시장지수(PR)","119.17","0.06","0.05"
"363510","SOL KIS단기통안채","110720","5","0.00","110727.19","110730","110730","110720","8","885800","35762560000","0","323000","KIS 단기통안채 Index(총수익)","12639.42","5.31","0.04"
"292500","SOL KRX300","38025","65","0.17","38043.64","37990","38510","37960","514","19655150","19012500000","0","500000","KRX 300","3647.17","-11.62","-0.32"
"404650","SOL KRX기후변화솔루션","21010","-405","-1.89","21010.57","21220","21235","20990","4098","86720215","12606000000","0","600000","KRX 기후변화 솔루션지수","4041.32","-87.04","-2.11"
"490480","SOL K방산","33050","375","1.15","32968.46","32445","33530","32200","162405","5332457439","112370000000","0","3400000","KEDI K방산 지수(PR)","7112.55","25.58","0.36"
"438570","SOL 국고채10년","101885","395","0.39","101805.95","101825","101930","101630","4691","477848060","143148425000","0","1405000","KAP 국고채10년지수(총수익지수)","112.93","0.35","0.31"
"474390","SOL 국고채30년액티브","48170","315","0.66","48222.01","48150","48330","48150","404","19502390","6454780000","0","134000","KAP 국고채30년 지수(TR)","89.94","0.99","1.11"
"438560","SOL 국고채3년","100330","60","0.06","100331.32","100270","100385","100270","119","11934540","39730680000","0","396000","KAP 국고채3년지수(총수익지수)","120.52","0.12","0.10"
"0066W0","SOL 국제금","15165","-285","-1.84","15052.86","15035","15255","14990","375929","5699985710","141792750000","0","9350000","KEDI 국제금현물 ETF 가격지수(PR)","3850.91","0.00","0.00"
"0022T0","SOL 국제금커버드콜액티브","15795","-315","-1.96","15723.24","15570","15900","15570","180245","2843492976","80554500000","0","5100000","KEDI 골드인컴프리미엄 지수(NTR)","3301.01","0.00","0.00"
"400590","SOL 글로벌탄소배출권선물ICE(합성)","12580","-650","-4.91","12489.12","12760","12760","12405","14117","177742595","6290000000","0","500000","ICE Global Carbon Futures Index(Excess Return)","564.85","-11.38","-1.98"
"484880","SOL 금융지주플러스고배당","23690","-75","-0.32","23611.30","23900","24410","23405","2854313","68030878036","360088000000","0","15200000","FnGuide 금융지주플러스고배당 지수(PR)","3331.16","-3.77","-0.11"
"484890","SOL 머니마켓액티브","51800","0","0.00","51796.56","51805","51805","51800","10782","558551035","11292400000","0","218000","KAP 시가 MMF 지수(TR)","119.81","0.06","0.05"
"461600","SOL 미국30년국채액티브(H)","8895","100","1.14","8906.59","8930","8930","8890","43087","383830446","44030250000","0","4950000","KAP 미국채 20Y+ 지수(시장가격)","60.55","-0.05","-0.08"
"473330","SOL 미국30년국채커버드콜(합성)","9245","90","0.98","9287.66","9250","9255","9220","483816","4471885238","388290000000","0","42000000","KEDI 미국 국채 20년+ 커버드콜 지수(NTR)","1090.02","0.00","0.00"
"494210","SOL 미국500타겟데일리커버드콜액티브","10730","-205","-1.87","10772.85","10900","10900","10700","9086","97532342","8584000000","0","800000","KEDI 미국퀄리티500+월1%프리미엄 지수(NTR)","2830.96","0.00","0.00"
"479620","SOL 미국AI반도체칩메이커","15650","-430","-2.67","15734.06","15760","15805","15650","18246","286956380","35212500000","0","2250000","Solactive US AI Semiconductor Chip Makers Index(PR)","7288.60","-30.64","-0.42"
"481180","SOL 미국AI소프트웨어","11865","-305","-2.51","11914.10","11930","11930","11845","257538","3060013858","147126000000","0","12400000","KEDI 미국 AI 소프트웨어지수(PR)","3729.70","0.00","0.00"
"486450","SOL 미국AI전력인프라","20330","-440","-2.12","20487.53","20610","20610","20325","145957","2979649007","270389000000","0","13300000","KEDI 미국AI전력인프라 지수(PR)","10193.03","0.00","0.00"
"433330","SOL 미국S&P500","20425","-365","-1.76","20489.89","20445","20505","20410","99638","2037429262","218547500000","0","10700000","S&P 500","6836.17","3.41","0.05"
"399110","SOL 미국S&P500ESG","19475","-350","-1.77","19537.67","19835","19835","19280","59969","1167657597","111007500000","0","5700000","S&P500 Scored&Screened(PR)","607.79","-1.09","-0.18"
"0080X0","SOL 미국S&P500미국채혼합50","10985","-115","-1.04","11051.60","11000","11020","10970","231294","2544255110","59319000000","0","5400000","S&P 500 and iBoxx $ Treasuries 7-10Y 5050 Blend Index(USD) PR/TR Hybrid","469.70","0.96","0.20"
"499150","SOL 미국S&P500엔화노출(H)","10710","-180","-1.65","10738.78","10630","10735","10630","301","3220055","8568000000","0","800000","S&P500 Yen Hedged Index(PR)","2848.77","0.92","0.03"
"447620","SOL 미국TOP5채권혼합40 Solactive","14560","-95","-0.65","14675.49","14640","14640","14530","56270","818752713","104832000000","0","7200000","Solactive US TOP5 Balanced40 Index","1932.64","-19.38","-0.99"
"476030","SOL 미국나스닥100","14910","-335","-2.20","14966.61","14945","14985","14900","126393","1888057212","82750500000","0","5550000","NASDAQ 100","24732.73","45.12","0.18"
"0118S0","SOL 미국넥스트테크TOP10액티브","9055","-345","-3.67","9088.33","9105","9125","9030","247427","2243705570","54782750000","0","6050000","KEDI 미국넥스트테크TOP10(PR)","2493.69","0.00","0.00"
"446720","SOL 미국배당다우존스","13215","-150","-1.12","13203.99","13300","13300","13165","444822","5884856460","869547000000","0","65800000","Dow Jones U.S. Dividend 100 Price Return Index","6682.98","52.78","0.80"
"452360","SOL 미국배당다우존스(H)","12455","-155","-1.23","12412.88","12540","12545","12420","126715","1582025978","206753000000","0","16600000","Dow Jones U.S. Dividend 100 Price Return Index","6682.98","52.78","0.80"
"493420","SOL 미국배당다우존스2호","12185","-110","-0.89","12182.34","12200","12220","12070","13109","159511241","31681000000","0","2600000","Dow Jones U.S. Dividend 100 Index(TR)","17033.94","144.82","0.86"
"490490","SOL 미국배당미국채혼합50","11355","5","0.04","11301.55","11290","11360","11240","334295","3783514431","367902000000","0","32400000","KRX 다우존스 미국배당국채 혼합지수","1384.02","-3.67","-0.26"
"0023A0","SOL 미국양자컴퓨팅TOP10","22385","-735","-3.18","22055.70","22050","22385","21995","521791","11558944041","413003250000","0","18450000","KEDI 미국양자컴퓨팅 TOP10(PR)","7599.68","0.00","0.00"
